"Pipeline_ID","Stage","Time","Vulnerabilities","Severity","Status"
628,"Static Analysis",5,5,"Low","Completed"
629,"Build",3,5,"Low","Completed"
630,"Deployment",9,5,"High","Completed"
631,"Security Testing",9,5,"Medium","Completed"
632,"Unit Testing",2,5,"Low","Completed"
633,"Security Testing",8,3,"Low","Failed"
634,"Deployment",3,3,"Medium","Completed"
635,"Build",7,4,"Medium","Completed"
636,"Code Commit",5,2,"Low","Completed"
637,"Static Analysis",7,4,"Low","Completed"
638,"Dependency Scan",4,4,"Low","Completed"
639,"Code Commit",7,1,"Medium","Completed"
640,"Code Commit",10,1,"Medium","Completed"
641,"Dependency Scan",9,3,"Low","Completed"
642,"Deployment",10,2,"Low","Completed"
643,"Static Analysis",8,5,"Low","Completed"
644,"Unit Testing",4,0,"Low","Completed"
645,"Build",9,1,"Low","Completed"
646,"Deployment",3,2,"Low","Completed"
647,"Deployment",9,4,"Low","Completed"
648,"Dependency Scan",9,1,"Medium","Completed"
649,"Unit Testing",9,5,"Low","Failed"
650,"Build",3,0,"Low","Completed"
651,"Dependency Scan",2,4,"Medium","Completed"
652,"Deployment",10,5,"Medium","Completed"
653,"Code Commit",6,2,"Low","Completed"
654,"Security Testing",8,4,"Low","Completed"
655,"Build",4,1,"Medium","Completed"
656,"Static Analysis",7,1,"Medium","Completed"
657,"Unit Testing",9,3,"Medium","Completed"
658,"Static Analysis",10,4,"Low","Failed"
659,"Code Commit",4,0,"Medium","Completed"
660,"Deployment",2,4,"Low","Completed"
661,"Build",9,2,"Low","Completed"
662,"Security Testing",8,0,"Low","Completed"
663,"Static Analysis",6,3,"Low","Failed"
664,"Build",4,0,"Low","Completed"
665,"Security Testing",8,0,"Low","Completed"
666,"Code Commit",5,5,"Low","Completed"
667,"Code Commit",10,1,"Medium","Failed"
668,"Security Testing",6,5,"Low","Completed"
669,"Static Analysis",10,2,"Low","Completed"
670,"Security Testing",8,2,"Low","Completed"
671,"Unit Testing",10,3,"Low","Completed"
672,"Static Analysis",10,5,"Medium","Completed"
673,"Deployment",8,2,"Medium","Completed"
674,"Code Commit",5,3,"Low","Completed"
675,"Code Commit",4,0,"Medium","Completed"
676,"Code Commit",10,2,"Medium","Completed"
677,"Unit Testing",3,4,"Low","Completed"
678,"Code Commit",9,2,"Medium","Completed"
679,"Dependency Scan",2,1,"Low","Completed"
680,"Static Analysis",8,1,"Low","Completed"
681,"Code Commit",3,1,"High","Failed"
682,"Code Commit",4,4,"Low","Completed"
683,"Deployment",3,4,"High","Completed"
684,"Deployment",6,0,"Medium","Completed"
685,"Build",9,2,"Low","Failed"
686,"Build",2,5,"Low","Completed"
687,"Unit Testing",2,5,"Low","Failed"
688,"Security Testing",9,4,"Low","Completed"
689,"Unit Testing",3,1,"Low","Completed"
690,"Deployment",9,2,"Low","Completed"
691,"Unit Testing",4,0,"Low","Completed"
692,"Build",5,3,"Low","Completed"
693,"Unit Testing",8,5,"High","Completed"
694,"Code Commit",3,4,"Low","Failed"
695,"Dependency Scan",5,3,"High","Completed"
696,"Build",2,0,"Medium","Completed"
697,"Unit Testing",4,0,"Low","Completed"
698,"Static Analysis",8,1,"Medium","Completed"
699,"Security Testing",9,1,"Low","Completed"
700,"Deployment",4,3,"Medium","Completed"
701,"Code Commit",8,2,"Low","Completed"
702,"Unit Testing",3,4,"Low","Completed"
703,"Deployment",3,1,"High","Completed"
704,"Code Commit",10,3,"Low","Completed"
705,"Deployment",8,3,"Low","Completed"
706,"Dependency Scan",2,2,"Medium","Completed"
707,"Code Commit",3,1,"Low","Completed"
708,"Dependency Scan",10,3,"Low","Completed"
709,"Deployment",10,5,"Medium","Completed"
710,"Dependency Scan",2,5,"Low","Completed"
711,"Deployment",7,2,"Low","Completed"
712,"Deployment",7,4,"Low","Completed"
713,"Static Analysis",10,2,"Medium","Completed"
714,"Dependency Scan",8,4,"Low","Completed"
715,"Security Testing",10,3,"High","Completed"
716,"Deployment",4,1,"Medium","Completed"
717,"Unit Testing",9,4,"Low","Completed"
718,"Static Analysis",7,2,"Low","Completed"
719,"Code Commit",10,2,"High","Completed"
720,"Build",10,5,"Low","Completed"
721,"Dependency Scan",5,0,"Medium","Completed"
722,"Unit Testing",10,2,"Low","Completed"
723,"Build",10,2,"Low","Completed"
724,"Security Testing",6,4,"High","Completed"
725,"Build",2,1,"Medium","Completed"
726,"Security Testing",3,5,"Medium","Completed"
727,"Unit Testing",4,1,"Low","Completed"
728,"Security Testing",6,4,"Low","Completed"
729,"Code Commit",9,2,"Low","Completed"
730,"Code Commit",2,4,"Low","Completed"
731,"Unit Testing",8,2,"Medium","Failed"
732,"Security Testing",6,5,"Low","Completed"
733,"Dependency Scan",8,4,"Low","Completed"
734,"Build",10,2,"High","Completed"
735,"Static Analysis",3,3,"Low","Completed"
736,"Code Commit",7,3,"High","Completed"
737,"Unit Testing",4,2,"Medium","Completed"
738,"Unit Testing",4,0,"High","Completed"
739,"Security Testing",9,3,"Low","Completed"
740,"Unit Testing",8,0,"Low","Completed"
741,"Dependency Scan",3,5,"High","Completed"
742,"Static Analysis",6,2,"Medium","Failed"
743,"Static Analysis",7,5,"High","Completed"
744,"Dependency Scan",4,4,"High","Completed"
745,"Build",2,5,"Medium","Completed"
746,"Security Testing",10,2,"Low","Completed"
747,"Unit Testing",9,3,"Medium","Completed"
748,"Dependency Scan",10,5,"Low","Failed"
749,"Dependency Scan",2,2,"Low","Completed"
750,"Code Commit",9,5,"Medium","Completed"
751,"Deployment",9,0,"Medium","Completed"
752,"Build",9,3,"Medium","Completed"
753,"Build",9,0,"Low","Completed"
754,"Deployment",9,1,"Medium","Completed"
755,"Code Commit",9,1,"Medium","Completed"
756,"Code Commit",3,2,"Low","Completed"
757,"Deployment",3,0,"Low","Completed"
758,"Code Commit",3,2,"Medium","Completed"
759,"Build",4,3,"Medium","Completed"
760,"Build",3,0,"Low","Completed"
761,"Unit Testing",10,2,"Medium","Completed"
762,"Static Analysis",10,3,"Medium","Completed"
763,"Security Testing",8,1,"Medium","Completed"
764,"Static Analysis",6,1,"Low","Completed"
765,"Unit Testing",7,2,"High","Completed"
766,"Static Analysis",3,3,"High","Completed"
767,"Deployment",2,3,"Low","Failed"
768,"Deployment",3,2,"Medium","Completed"
769,"Security Testing",3,0,"Medium","Completed"
770,"Code Commit",6,3,"Low","Completed"
771,"Dependency Scan",9,4,"Low","Completed"
772,"Build",4,1,"Medium","Completed"
773,"Dependency Scan",3,2,"Low","Completed"
774,"Deployment",9,2,"Low","Completed"
775,"Deployment",10,1,"Medium","Completed"
776,"Code Commit",10,4,"High","Completed"
777,"Static Analysis",8,1,"Low","Completed"
778,"Deployment",3,3,"Low","Completed"
779,"Deployment",6,1,"Medium","Completed"
780,"Unit Testing",10,4,"Medium","Completed"
781,"Unit Testing",4,4,"Low","Completed"
782,"Code Commit",10,1,"Low","Failed"
783,"Build",6,1,"Low","Completed"
784,"Code Commit",9,1,"Medium","Failed"
785,"Unit Testing",3,4,"Low","Completed"
786,"Dependency Scan",7,2,"Low","Completed"
787,"Deployment",9,0,"Low","Completed"
788,"Unit Testing",7,4,"Medium","Completed"
789,"Build",7,0,"Low","Completed"
790,"Build",5,0,"Low","Completed"
791,"Security Testing",2,0,"Low","Completed"
792,"Unit Testing",9,1,"Low","Completed"
793,"Dependency Scan",10,2,"Medium","Completed"
794,"Dependency Scan",7,4,"Low","Completed"
795,"Static Analysis",7,3,"Low","Completed"
796,"Build",3,5,"Medium","Completed"
797,"Deployment",10,1,"Low","Completed"
798,"Build",9,3,"Low","Completed"
799,"Code Commit",4,4,"Medium","Completed"
800,"Dependency Scan",4,0,"Medium","Completed"
801,"Static Analysis",10,2,"Medium","Completed"
802,"Deployment",7,4,"Low","Completed"
803,"Dependency Scan",8,0,"Low","Completed"
804,"Unit Testing",8,3,"Low","Failed"
805,"Deployment",6,2,"Medium","Completed"
806,"Static Analysis",10,4,"Low","Completed"
807,"Build",6,4,"Low","Completed"
808,"Dependency Scan",5,2,"Low","Completed"
809,"Dependency Scan",8,5,"Low","Completed"
810,"Static Analysis",4,5,"Low","Completed"
811,"Static Analysis",4,5,"Low","Completed"
812,"Unit Testing",4,0,"Low","Completed"
813,"Static Analysis",8,2,"Low","Completed"
814,"Deployment",6,1,"Low","Completed"
815,"Deployment",7,2,"High","Completed"
816,"Security Testing",3,4,"Low","Completed"
817,"Code Commit",5,4,"Medium","Completed"
818,"Unit Testing",7,1,"Low","Completed"
819,"Code Commit",7,5,"Medium","Completed"
820,"Build",6,1,"Medium","Completed"
821,"Static Analysis",5,1,"Low","Completed"
822,"Build",4,5,"Low","Completed"
823,"Static Analysis",8,5,"Low","Completed"
824,"Static Analysis",7,0,"Medium","Completed"
825,"Deployment",3,2,"Medium","Completed"
826,"Deployment",10,4,"Low","Completed"
827,"Deployment",8,2,"Medium","Completed"
828,"Dependency Scan",9,1,"Low","Completed"
829,"Static Analysis",9,3,"Low","Completed"
830,"Security Testing",7,1,"Medium","Completed"
831,"Security Testing",6,3,"Medium","Completed"
832,"Dependency Scan",10,4,"Medium","Completed"
833,"Deployment",10,5,"Low","Completed"
834,"Dependency Scan",6,0,"Low","Completed"
835,"Code Commit",2,2,"High","Completed"
836,"Deployment",3,4,"Low","Completed"
837,"Code Commit",4,5,"Low","Failed"
838,"Deployment",8,1,"Low","Completed"
839,"Security Testing",7,5,"Medium","Completed"
840,"Build",7,0,"Medium","Completed"
841,"Code Commit",3,2,"Medium","Completed"
842,"Build",2,4,"Low","Completed"
843,"Deployment",4,1,"Low","Completed"
844,"Code Commit",10,2,"Medium","Completed"
845,"Static Analysis",3,0,"Medium","Completed"
846,"Code Commit",9,0,"Low","Completed"
847,"Dependency Scan",9,1,"Low","Completed"
848,"Dependency Scan",10,1,"Low","Completed"
849,"Unit Testing",5,0,"Medium","Completed"
850,"Deployment",5,2,"High","Completed"
851,"Static Analysis",2,1,"Low","Failed"
852,"Unit Testing",3,2,"Medium","Completed"
853,"Dependency Scan",8,0,"Medium","Completed"
854,"Security Testing",9,1,"Low","Completed"
855,"Code Commit",10,2,"Low","Completed"
856,"Dependency Scan",6,5,"Low","Completed"
857,"Unit Testing",6,2,"Medium","Completed"
858,"Static Analysis",7,1,"Medium","Completed"
859,"Security Testing",2,1,"Low","Completed"
860,"Build",6,4,"High","Completed"
861,"Static Analysis",7,2,"Medium","Completed"
862,"Code Commit",6,5,"Low","Completed"
863,"Static Analysis",2,4,"Medium","Completed"
864,"Dependency Scan",6,0,"Low","Completed"
865,"Dependency Scan",9,1,"Medium","Completed"
866,"Static Analysis",9,1,"Low","Completed"
867,"Static Analysis",2,0,"Low","Completed"
868,"Unit Testing",8,5,"Low","Completed"
869,"Build",4,0,"Low","Completed"
870,"Static Analysis",5,2,"Low","Completed"
871,"Dependency Scan",8,3,"Low","Completed"
872,"Security Testing",8,0,"Low","Completed"
873,"Deployment",8,0,"Medium","Completed"
874,"Code Commit",7,5,"Low","Completed"
875,"Security Testing",10,4,"Low","Completed"
876,"Deployment",5,1,"Low","Completed"
877,"Build",10,1,"High","Completed"
878,"Security Testing",4,1,"Low","Completed"
879,"Dependency Scan",4,4,"Medium","Completed"
880,"Static Analysis",9,5,"Low","Completed"
881,"Code Commit",10,4,"Low","Completed"
882,"Deployment",2,3,"Low","Completed"
883,"Deployment",5,0,"Medium","Completed"
884,"Unit Testing",2,3,"Low","Completed"
885,"Unit Testing",6,4,"Low","Completed"
886,"Dependency Scan",10,0,"Low","Failed"
887,"Code Commit",6,0,"Medium","Completed"
888,"Deployment",9,2,"Low","Completed"
889,"Security Testing",5,2,"Medium","Completed"
890,"Security Testing",3,5,"Medium","Completed"
891,"Static Analysis",2,2,"Medium","Completed"
892,"Dependency Scan",4,1,"Low","Completed"
893,"Code Commit",8,3,"Low","Completed"
894,"Code Commit",9,2,"Low","Completed"
895,"Static Analysis",6,1,"Low","Completed"
896,"Static Analysis",3,5,"Low","Completed"
897,"Unit Testing",10,5,"Low","Completed"
898,"Dependency Scan",6,4,"Low","Completed"
899,"Static Analysis",7,1,"Low","Completed"
900,"Static Analysis",7,5,"Low","Completed"
901,"Build",8,2,"Medium","Completed"
902,"Deployment",5,0,"Low","Failed"
903,"Code Commit",7,4,"Low","Completed"
904,"Deployment",7,2,"Medium","Completed"
905,"Dependency Scan",10,0,"Low","Completed"
906,"Deployment",4,3,"Low","Completed"
907,"Deployment",6,3,"High","Completed"
908,"Static Analysis",6,4,"High","Completed"
909,"Static Analysis",10,3,"Medium","Completed"
910,"Unit Testing",7,1,"Low","Completed"
911,"Unit Testing",2,1,"High","Completed"
912,"Unit Testing",4,0,"Medium","Completed"
913,"Build",9,3,"Medium","Completed"
914,"Build",3,5,"Low","Completed"
915,"Unit Testing",4,0,"Low","Completed"
916,"Unit Testing",2,5,"Medium","Completed"
917,"Deployment",8,1,"Low","Completed"
918,"Static Analysis",4,1,"Medium","Completed"
919,"Build",6,1,"Low","Completed"
920,"Static Analysis",9,1,"Medium","Completed"
921,"Static Analysis",10,0,"Medium","Failed"
922,"Unit Testing",2,1,"Medium","Completed"
923,"Security Testing",2,5,"High","Completed"
924,"Build",2,1,"Low","Completed"
925,"Dependency Scan",6,4,"Low","Completed"
926,"Dependency Scan",9,1,"Low","Completed"
927,"Security Testing",6,2,"Low","Completed"
928,"Static Analysis",5,5,"Low","Completed"
929,"Static Analysis",5,4,"Medium","Completed"
930,"Code Commit",6,1,"Medium","Completed"
931,"Dependency Scan",9,3,"Low","Completed"
932,"Build",10,4,"Medium","Failed"
933,"Security Testing",3,5,"High","Completed"
934,"Dependency Scan",9,3,"Low","Completed"
935,"Build",4,0,"Medium","Completed"
936,"Code Commit",4,1,"Low","Failed"
937,"Static Analysis",6,1,"Low","Completed"
938,"Unit Testing",9,3,"Low","Failed"
939,"Dependency Scan",6,3,"Medium","Completed"
940,"Build",8,4,"Medium","Completed"
941,"Security Testing",10,0,"Low","Completed"
942,"Build",9,1,"Medium","Completed"
943,"Build",7,2,"Low","Completed"
944,"Deployment",7,1,"Low","Completed"
945,"Unit Testing",5,4,"Low","Completed"
946,"Dependency Scan",10,1,"Medium","Completed"
947,"Deployment",10,0,"Low","Completed"
948,"Dependency Scan",6,5,"Low","Completed"
949,"Deployment",2,4,"Low","Completed"
950,"Static Analysis",10,4,"Medium","Failed"
951,"Deployment",9,3,"Low","Completed"
952,"Static Analysis",6,3,"Low","Completed"
953,"Deployment",10,5,"Medium","Completed"
954,"Static Analysis",8,3,"Medium","Completed"
955,"Deployment",10,3,"High","Completed"
956,"Static Analysis",6,0,"Low","Completed"
957,"Static Analysis",9,3,"Low","Completed"
958,"Dependency Scan",8,4,"Low","Completed"
959,"Security Testing",4,3,"Medium","Completed"
960,"Code Commit",10,4,"Low","Completed"
961,"Deployment",10,2,"Low","Completed"
962,"Code Commit",6,1,"Low","Completed"
963,"Deployment",3,3,"Medium","Completed"
964,"Security Testing",5,3,"Low","Completed"
965,"Code Commit",5,2,"Medium","Completed"
966,"Code Commit",9,5,"Low","Completed"
967,"Dependency Scan",9,1,"High","Completed"
968,"Code Commit",2,2,"Medium","Completed"
969,"Static Analysis",6,2,"Low","Completed"
970,"Dependency Scan",3,4,"Low","Completed"
971,"Unit Testing",10,4,"Medium","Completed"
972,"Unit Testing",2,3,"Low","Completed"
973,"Dependency Scan",2,1,"Medium","Completed"
974,"Unit Testing",6,1,"Low","Completed"
975,"Static Analysis",8,5,"Medium","Completed"
976,"Security Testing",7,2,"Low","Completed"
977,"Security Testing",2,5,"Low","Completed"
978,"Dependency Scan",7,4,"Medium","Completed"
979,"Unit Testing",5,1,"Medium","Completed"
980,"Deployment",8,1,"Low","Completed"
981,"Dependency Scan",3,1,"Low","Completed"
982,"Security Testing",8,1,"Low","Completed"
983,"Unit Testing",3,1,"Low","Completed"
984,"Build",10,0,"Low","Completed"
985,"Deployment",2,5,"Low","Completed"
986,"Deployment",9,1,"Low","Completed"
987,"Deployment",3,0,"Low","Completed"
988,"Deployment",9,3,"Low","Completed"
989,"Deployment",9,5,"Low","Completed"
990,"Deployment",8,5,"Low","Completed"
991,"Code Commit",5,0,"Medium","Completed"
992,"Build",3,4,"Low","Completed"
993,"Unit Testing",9,5,"High","Completed"
994,"Build",10,0,"Low","Completed"
995,"Code Commit",7,4,"Medium","Completed"
996,"Code Commit",6,3,"Low","Completed"
997,"Security Testing",9,0,"Low","Completed"
998,"Code Commit",5,5,"Low","Completed"
999,"Static Analysis",10,0,"Medium","Completed"
1000,"Static Analysis",4,1,"Low","Completed"
