"Job_ID","Pipeline_ID","Scan_Type","Severity","Vulnerability_Count","Arrival_Time_Min","Service_Time_Min","Risk_Score","Developer_Experience","Code_Change_Size","Severity_Score","Vulnerability_Normalized","Risk_Normalized","Waiting_Factor","GatekeeperX_Priority_Score","Priority_Class","Security_Decision","Queue_Position"
171,"PL-0198","Container","Low",1,374.12,4.4,21.35,"Intermediate","Medium",25,6.25,21.35,14.9119520419633,19.33,"P4 - Low","PASS",978
172,"PL-0010","Container","Medium",4,374.31,4.68,49.28,"Intermediate","Medium",50,25,49.28,14.9195252026817,41.31,"P3 - Medium","PASS WITH MONITORING",652
173,"PL-0255","Container","Medium",2,375.72,4.13,52.37,"Intermediate","Small",50,12.5,52.37,14.9757260269605,39.59,"P4 - Low","PASS WITH MONITORING",686
174,"PL-0201","Container","Critical",6,377.35,5.81,100,"Junior","Large",100,37.5,100,15.0406957741763,79,"P2 - High","BLOCK",102
175,"PL-0233","SAST","Critical",12,378.22,4.39,100,"Junior","Small",100,75,100,15.0753728785185,86.51,"P1 - Critical","BLOCK",47
176,"PL-0003","SAST","Medium",4,381.32,4.99,52.8,"Intermediate","Small",50,25,52.8,15.1989349744505,42.22,"P3 - Medium","PASS WITH MONITORING",632
177,"PL-0181","IaC","Low",1,388.56,3.12,16.85,"Junior","Small",25,6.25,16.85,15.4875122565627,18.26,"P4 - Low","PASS",992
178,"PL-0239","Container","Medium",4,388.79,5.81,44.61,"Intermediate","Large",50,25,44.61,15.4966797669061,40.2,"P3 - Medium","PASS WITH MONITORING",674
179,"PL-0284","DAST","High",9,390.04,7.04,90.55,"Junior","Medium",75,56.25,90.55,15.5465031926851,69.19,"P2 - High","WAIT / PRIORITIZE",172
180,"PL-0252","Container","High",1,390.34,4.39,73.42,"Intermediate","Medium",75,6.25,73.42,15.5584608148721,54.91,"P3 - Medium","WAIT / PRIORITIZE",355
181,"PL-0093","SCA","High",5,390.53,2.53,68.91,"Intermediate","Medium",75,31.25,68.91,15.5660339755905,58.78,"P3 - Medium","PASS WITH MONITORING",331
182,"PL-0084","IaC","High",8,390.57,4.15,70.74,"Senior","Medium",75,50,70.74,15.5676283252154,62.99,"P2 - High","WAIT / PRIORITIZE",283
183,"PL-0225","SAST","Low",3,406.88,2.89,35.89,"Junior","Medium",25,18.75,35.89,16.2177243847803,25.59,"P4 - Low","PASS",842
184,"PL-0061","Container","Medium",4,410.95,4.31,56.14,"Senior","Large",50,25,56.14,16.3799494591169,43.17,"P3 - Medium","PASS WITH MONITORING",610
185,"PL-0102","SAST","Medium",2,411.97,4.04,38.24,"Junior","Medium",50,12.5,38.24,16.4206053745526,36.2,"P4 - Low","PASS",741
186,"PL-0171","DAST","Medium",2,413.09,5.58,51.93,"Junior","Small",50,12.5,51.93,16.4652471640506,39.63,"P4 - Low","PASS WITH MONITORING",685
187,"PL-0150","DAST","Medium",6,418.12,7.29,63.05,"Intermediate","Medium",50,37.5,63.05,16.6657366293855,47.43,"P3 - Medium","PASS WITH MONITORING",477
188,"PL-0182","SAST","Low",1,423.4,4.43,29.25,"Intermediate","Medium",25,6.25,29.25,16.8761907798761,21.5,"P4 - Low","PASS",936
189,"PL-0055","DAST","High",9,429.26,5.58,81.29,"Junior","Medium",75,56.25,81.29,17.1097629999283,67.03,"P2 - High","WAIT / PRIORITIZE",209
190,"PL-0054","SCA","High",4,430.73,4.21,65.65,"Intermediate","Small",75,25,65.65,17.1683553486444,56.88,"P3 - Medium","PASS WITH MONITORING",343
191,"PL-0173","SAST","High",3,430.89,4.95,72.46,"Intermediate","Large",75,18.75,72.46,17.1747327471441,57.33,"P3 - Medium","WAIT / PRIORITIZE",341
192,"PL-0043","Container","High",2,435.84,5.41,70.06,"Intermediate","Small",75,12.5,70.06,17.3720335132291,55.5,"P3 - Medium","WAIT / PRIORITIZE",351
193,"PL-0207","Container","High",8,436.55,4.95,83.67,"Intermediate","Small",75,50,83.67,17.4003332190716,66.41,"P2 - High","WAIT / PRIORITIZE",222
194,"PL-0085","Container","High",6,436.82,6.08,87.55,"Senior","Small",75,37.5,87.55,17.4110950790399,64.88,"P2 - High","WAIT / PRIORITIZE",252
195,"PL-0153","Container","Low",1,438.74,5.99,26.22,"Junior","Medium",25,6.25,26.22,17.4876238610365,20.8,"P4 - Low","PASS",952
196,"PL-0240","SAST","Low",4,439.75,3.71,23.04,"Intermediate","Small",25,25,23.04,17.527881189066,23.76,"P4 - Low","PASS",884
197,"PL-0049","IaC","High",10,442.35,4.99,85.05,"Junior","Small",75,62.5,85.05,17.6315139146864,69.28,"P2 - High","WAIT / PRIORITIZE",170
198,"PL-0139","IaC","Low",2,446.57,4.71,30.54,"Intermediate","Small",25,12.5,30.54,17.7997178001164,23.16,"P4 - Low","PASS",895
199,"PL-0156","Container","Medium",3,449.33,6.19,54.91,"Junior","Large",50,18.75,54.91,17.9097279242365,41.77,"P3 - Medium","PASS WITH MONITORING",641
200,"PL-0274","SAST","High",7,452.1,4.4,85.81,"Senior","Small",75,43.75,85.81,18.0201366357629,65.75,"P2 - High","WAIT / PRIORITIZE",237
201,"PL-0055","IaC","Low",2,454.09,4.88,13.16,"Junior","Small",25,12.5,13.16,18.0994555296031,18.85,"P4 - Low","PASS",984
202,"PL-0226","SAST","Medium",1,455.37,3.54,45.83,"Intermediate","Medium",50,6.25,45.83,18.1504747176008,37.02,"P4 - Low","PASS WITH MONITORING",734
203,"PL-0250","Container","Critical",6,457.87,4.88,100,"Junior","Medium",100,37.5,100,18.2501215691589,79.33,"P2 - High","BLOCK",101
204,"PL-0170","Container","High",2,465.78,4.79,84.68,"Senior","Small",75,12.5,84.68,18.5654042074887,59.28,"P3 - Medium","WAIT / PRIORITIZE",325
205,"PL-0292","DAST","Medium",5,467.86,6.83,62.35,"Intermediate","Medium",50,31.25,62.35,18.648310387985,46.2,"P3 - Medium","PASS WITH MONITORING",510
206,"PL-0148","DAST","Medium",2,467.9,6.52,41.59,"Junior","Medium",50,12.5,41.59,18.6499047376099,37.26,"P4 - Low","PASS WITH MONITORING",729
207,"PL-0207","DAST","Critical",11,471.91,8.09,100,"Junior","Medium",100,68.75,100,18.8097382875091,85.63,"P1 - Critical","BLOCK",54
208,"PL-0189","DAST","High",8,472.72,7.62,81.63,"Intermediate","Small",75,50,81.63,18.8420238674139,66.04,"P2 - High","WAIT / PRIORITIZE",232
209,"PL-0113","SCA","Low",3,481.42,3.38,24.98,"Junior","Small",25,18.75,24.98,19.188794910836,23.16,"P4 - Low","PASS",896
210,"PL-0027","SAST","Medium",2,482.68,3.99,40.23,"Intermediate","Medium",50,12.5,40.23,19.2390169240213,36.98,"P4 - Low","PASS WITH MONITORING",735
211,"PL-0094","IaC","Low",1,486.25,3.2,16.13,"Senior","Medium",25,6.25,16.13,19.3813126280462,18.47,"P4 - Low","PASS",988
212,"PL-0133","SCA","High",7,495.19,3.98,91.06,"Intermediate","Medium",75,43.75,91.06,19.7376497692179,67.24,"P2 - High","WAIT / PRIORITIZE",204
213,"PL-0086","DAST","Medium",6,495.58,7.78,56.92,"Intermediate","Small",50,37.5,56.92,19.753194678061,46.21,"P3 - Medium","PASS WITH MONITORING",509
214,"PL-0114","SAST","Medium",3,495.64,2.63,44.56,"Senior","Small",50,18.75,44.56,19.7555862024983,39.37,"P4 - Low","PASS WITH MONITORING",691
215,"PL-0250","IaC","Low",1,496.64,4.56,9.17,"Intermediate","Medium",25,6.25,9.17,19.7954449431216,16.77,"P4 - Low","PASS",998
216,"PL-0169","DAST","Medium",5,499.39,6.02,50.42,"Senior","Small",50,31.25,50.42,19.9050564798355,43.35,"P3 - Medium","PASS WITH MONITORING",607
217,"PL-0220","Container","Low",2,502.23,4.85,29.84,"Intermediate","Medium",25,12.5,29.84,20.0182553032054,23.21,"P4 - Low","PASS",893
218,"PL-0038","Container","Medium",2,504.22,5.86,53.78,"Junior","Small",50,12.5,53.78,20.0975741970457,40.45,"P3 - Medium","PASS WITH MONITORING",670
219,"PL-0115","IaC","High",9,507.43,3.78,76.21,"Junior","Large",75,56.25,76.21,20.2255207544462,66.08,"P2 - High","WAIT / PRIORITIZE",231
220,"PL-0267","DAST","Medium",2,507.99,6.43,55.22,"Junior","Medium",50,12.5,55.22,20.2478416491953,40.83,"P3 - Medium","PASS WITH MONITORING",662
221,"PL-0220","SCA","Low",2,509.09,3.25,20.54,"Intermediate","Small",25,12.5,20.54,20.2916862638808,20.91,"P4 - Low","PASS",950
222,"PL-0213","DAST","Low",2,510.12,5.96,22.93,"Junior","Small",25,12.5,22.93,20.3327407667227,21.52,"P4 - Low","PASS",935
223,"PL-0292","DAST","Low",1,510.61,5.26,18.51,"Intermediate","Medium",25,6.25,18.51,20.3522715496281,19.16,"P4 - Low","PASS",980
224,"PL-0214","SAST","High",5,511.27,4.86,80.59,"Intermediate","Small",75,31.25,80.59,20.3785783184394,62.19,"P2 - High","WAIT / PRIORITIZE",291
225,"PL-0113","DAST","High",7,512.76,7.25,67.52,"Intermediate","Medium",75,43.75,67.52,20.4379678419681,61.42,"P2 - High","PASS WITH MONITORING",304
226,"PL-0030","Container","Low",1,513.26,4.49,28.43,"Intermediate","Large",25,6.25,28.43,20.4578972122797,21.65,"P4 - Low","PASS",931
227,"PL-0187","IaC","Critical",7,518.46,4.04,100,"Intermediate","Large",100,43.75,100,20.6651626635205,80.82,"P1 - Critical","BLOCK",97
228,"PL-0047","SAST","Low",3,518.72,4.56,34.17,"Senior","Small",25,18.75,34.17,20.6755259360825,25.61,"P4 - Low","PASS",841
229,"PL-0105","Container","Low",1,518.85,5.49,9.88,"Intermediate","Medium",25,6.25,9.88,20.6807075723635,17.04,"P4 - Low","PASS",997
230,"PL-0202","Container","High",2,519.85,3.66,63.95,"Junior","Small",75,12.5,63.95,20.7205663129868,54.31,"P3 - Medium","PASS WITH MONITORING",357
231,"PL-0088","Container","High",11,520.23,6.56,83.21,"Intermediate","Small",75,68.75,83.21,20.7357126344236,70.38,"P2 - High","WAIT / PRIORITIZE",152
232,"PL-0268","DAST","Low",1,523,4.4,23.33,"Senior","Medium",25,6.25,23.33,20.84612134595,20.42,"P4 - Low","PASS",959
233,"PL-0181","SCA","Medium",6,533.98,4.35,53.7,"Intermediate","Large",50,37.5,53.7,21.283770317993,45.55,"P3 - Medium","PASS WITH MONITORING",532
234,"PL-0010","SAST","Low",2,539.81,3.89,21.74,"Senior","Medium",25,12.5,21.74,21.5161467758265,21.34,"P4 - Low","PASS",940
235,"PL-0121","SAST","Low",2,540.49,3.52,18.33,"Senior","Small",25,12.5,18.33,21.5432507194503,20.49,"P4 - Low","PASS",957
236,"PL-0089","SAST","Medium",3,543.09,4.18,60.2,"Junior","Small",50,18.75,60.2,21.6468834450707,43.46,"P3 - Medium","PASS WITH MONITORING",602
237,"PL-0037","SAST","Medium",2,557.44,3.49,59.69,"Junior","Large",50,12.5,59.69,22.218856373014,42.14,"P3 - Medium","PASS WITH MONITORING",635
238,"PL-0194","SAST","Low",1,559.07,4.31,12.8,"Intermediate","Medium",25,6.25,12.8,22.2838261202299,17.93,"P4 - Low","PASS",993
239,"PL-0163","DAST","Medium",8,559.79,7.15,50.71,"Junior","Small",50,50,50.71,22.3125244134786,47.41,"P3 - Medium","PASS WITH MONITORING",478
240,"PL-0283","SAST","Low",1,565.64,2.37,16.09,"Senior","Large",25,6.25,16.09,22.5456980461245,18.78,"P4 - Low","PASS",987
241,"PL-0046","SAST","Medium",6,568.75,5.38,53.78,"Intermediate","Small",50,37.5,53.78,22.6696587294628,45.71,"P3 - Medium","PASS WITH MONITORING",526
242,"PL-0287","IaC","Low",2,572.33,4.38,9.07,"Intermediate","Medium",25,12.5,9.07,22.812353020894,18.3,"P4 - Low","PASS",991
243,"PL-0280","DAST","Medium",2,573.18,6.34,46.34,"Intermediate","Medium",50,12.5,46.34,22.8462329504237,38.87,"P4 - Low","PASS WITH MONITORING",706
244,"PL-0244","Container","Medium",2,575.49,6.26,43.09,"Junior","Small",50,12.5,43.09,22.9383066412634,38.07,"P4 - Low","PASS WITH MONITORING",721
245,"PL-0203","SAST","High",8,576.8,5.41,78.1,"Intermediate","Small",75,50,78.1,22.9905215914798,65.57,"P2 - High","WAIT / PRIORITIZE",242
246,"PL-0225","SAST","Critical",4,578.12,3.5,96.83,"Senior","Medium",100,25,96.83,23.0431351291025,76.51,"P2 - High","BLOCK",111
247,"PL-0206","DAST","Medium",5,578.2,5.08,40.26,"Intermediate","Large",50,31.25,40.26,23.0463238283523,41.12,"P3 - Medium","PASS WITH MONITORING",655
248,"PL-0289","DAST","Medium",2,579,5.81,46.62,"Intermediate","Medium",50,12.5,46.62,23.0782108208509,38.96,"P4 - Low","PASS WITH MONITORING",704
249,"PL-0093","DAST","Medium",5,579.09,8.33,45.62,"Junior","Small",50,31.25,45.62,23.081798107507,42.46,"P3 - Medium","PASS WITH MONITORING",624
250,"PL-0292","SAST","High",5,584.27,4.66,67.71,"Intermediate","Small",75,31.25,67.71,23.2882663839353,59.26,"P3 - Medium","PASS WITH MONITORING",326
251,"PL-0172","SAST","Medium",5,586.14,3.07,44.34,"Senior","Medium",50,31.25,44.34,23.3628022289008,42.17,"P3 - Medium","PASS WITH MONITORING",634
252,"PL-0253","SCA","High",5,595.58,3.41,65.33,"Intermediate","Medium",75,31.25,65.33,23.7390687403841,58.71,"P3 - Medium","PASS WITH MONITORING",332
253,"PL-0135","SCA","Low",3,598.69,3.34,31.18,"Senior","Medium",25,18.75,31.18,23.8630294237223,25.18,"P4 - Low","PASS",848
254,"PL-0261","DAST","High",10,603.95,7.47,87.04,"Senior","Small",75,62.5,87.04,24.0726863994005,70.42,"P2 - High","WAIT / PRIORITIZE",150
255,"PL-0159","SAST","High",7,607.27,4.32,81.62,"Intermediate","Medium",75,43.75,81.62,24.2050174182697,65.33,"P2 - High","WAIT / PRIORITIZE",245
256,"PL-0141","SCA","Low",1,607.43,4.26,21.98,"Junior","Large",25,6.25,21.98,24.2113948167694,20.42,"P4 - Low","PASS",960
257,"PL-0030","SAST","Low",3,607.97,4.37,28.16,"Intermediate","Medium",25,18.75,28.16,24.2329185367059,24.46,"P4 - Low","PASS",867
258,"PL-0054","IaC","High",7,611.23,4.25,88.45,"Senior","Small",75,43.75,88.45,24.3628580311376,67.05,"P2 - High","WAIT / PRIORITIZE",208
259,"PL-0002","DAST","Medium",3,614.87,5.03,54.31,"Senior","Small",50,18.75,54.31,24.5079438470062,42.28,"P3 - Medium","PASS WITH MONITORING",628
260,"PL-0028","IaC","Medium",3,615.33,3.81,35.56,"Junior","Large",50,18.75,35.56,24.5262788676929,37.59,"P4 - Low","PASS",726
261,"PL-0111","Container","High",6,622.85,3.62,82.59,"Junior","Medium",75,37.5,82.59,24.8260165971796,64.38,"P2 - High","WAIT / PRIORITIZE",264
262,"PL-0212","SAST","Critical",8,623.37,4.56,100,"Junior","Medium",100,50,100,24.8467431423037,82.48,"P1 - Critical","BLOCK",78
263,"PL-0235","IaC","Critical",8,628.08,3.61,99.95,"Intermediate","Small",100,50,99.95,25.0344778106391,82.49,"P1 - Critical","BLOCK",77
264,"PL-0265","SAST","Medium",3,629.26,4.28,50.61,"Junior","Medium",50,18.75,50.61,25.0815111245745,41.41,"P3 - Medium","PASS WITH MONITORING",648
265,"PL-0138","Container","Medium",4,635.36,5.95,44.6,"Junior","Small",50,25,44.6,25.3246494423762,41.18,"P3 - Medium","PASS WITH MONITORING",654
266,"PL-0199","SAST","Low",3,641.46,3.42,48.4,"Junior","Medium",25,18.75,48.4,25.5677877601779,29.66,"P4 - Low","PASS WITH MONITORING",774
267,"PL-0115","IaC","High",4,643.81,3.04,78.72,"Senior","Medium",75,25,78.72,25.6614558006425,61,"P2 - High","WAIT / PRIORITIZE",313
268,"PL-0082","DAST","Medium",1,645.76,5.93,52.07,"Intermediate","Small",50,6.25,52.07,25.7391803448578,39.34,"P4 - Low","PASS WITH MONITORING",692
269,"PL-0108","SAST","Low",2,646.38,3.16,17.88,"Senior","Medium",25,12.5,17.88,25.7638927640442,20.8,"P4 - Low","PASS",953
270,"PL-0202","DAST","Medium",4,647.64,4.72,51.43,"Junior","Medium",50,25,51.43,25.8141147772295,42.94,"P3 - Medium","PASS WITH MONITORING",613
271,"PL-0073","SCA","High",5,649.54,2.77,83.34,"Junior","Small",75,31.25,83.34,25.8898463844136,63.42,"P2 - High","WAIT / PRIORITIZE",278
272,"PL-0147","IaC","Medium",4,650.81,4.24,42.19,"Intermediate","Small",50,25,42.19,25.9404669850051,40.64,"P3 - Medium","PASS WITH MONITORING",665
273,"PL-0046","SAST","Critical",10,651.02,5.18,100,"Junior","Small",100,62.5,100,25.948837320536,85.09,"P1 - Critical","BLOCK",57
274,"PL-0247","IaC","Medium",6,652,1.68,46.61,"Junior","Large",50,37.5,46.61,25.9878988863468,44.25,"P3 - Medium","PASS WITH MONITORING",571
275,"PL-0131","IaC","Critical",8,652.49,3.42,100,"Intermediate","Small",100,50,100,26.0074296692522,82.6,"P1 - Critical","BLOCK",75
276,"PL-0150","DAST","Low",2,653.03,6.58,24.6,"Intermediate","Medium",25,12.5,24.6,26.0289533891887,22.5,"P4 - Low","PASS",915
277,"PL-0061","Container","Medium",2,654.92,5.38,37.98,"Senior","Small",50,12.5,37.98,26.1042864089666,37.11,"P4 - Low","PASS",731
278,"PL-0020","DAST","Medium",5,659.02,5.49,48.56,"Intermediate","Medium",50,31.25,48.56,26.2677072455219,43.52,"P3 - Medium","PASS WITH MONITORING",596
279,"PL-0170","IaC","Low",3,660.2,4.24,23.52,"Intermediate","Large",25,18.75,23.52,26.3147405594573,23.51,"P4 - Low","PASS",887
280,"PL-0017","Container","Medium",5,672.39,5.73,44.23,"Senior","Medium",50,31.25,44.23,26.8006186076545,42.49,"P3 - Medium","PASS WITH MONITORING",621
281,"PL-0082","SCA","Medium",5,674.54,3.68,55.11,"Intermediate","Medium",50,31.25,55.11,26.8863148999944,45.22,"P3 - Medium","PASS WITH MONITORING",541
282,"PL-0211","SAST","High",4,677.14,2.97,74.49,"Intermediate","Large",75,25,74.49,26.9899476256148,60.07,"P2 - High","WAIT / PRIORITIZE",319
283,"PL-0174","IaC","Medium",3,678.16,2.11,57.9,"Intermediate","Large",50,18.75,57.9,27.0306035410505,43.43,"P3 - Medium","PASS WITH MONITORING",606
284,"PL-0273","SAST","Medium",4,687.77,3.24,47.19,"Senior","Small",50,25,47.19,27.4136460384398,42.04,"P3 - Medium","PASS WITH MONITORING",636
285,"PL-0094","IaC","Low",1,688.67,4.93,22.54,"Junior","Large",25,6.25,22.54,27.4495189050007,20.88,"P4 - Low","PASS",951
286,"PL-0178","Container","Medium",4,691.81,5.09,42.76,"Senior","Medium",50,25,42.76,27.5746753505576,40.95,"P3 - Medium","PASS WITH MONITORING",658
287,"PL-0179","SAST","High",12,692.53,4.99,91.21,"Senior","Medium",75,75,91.21,27.6033736438063,74.31,"P2 - High","WAIT / PRIORITIZE",121
288,"PL-0074","IaC","Medium",6,693.83,3.97,51.47,"Intermediate","Medium",50,37.5,51.47,27.6551900066166,45.63,"P3 - Medium","PASS WITH MONITORING",529
289,"PL-0231","SAST","Low",2,694.87,3.83,9.53,"Junior","Medium",25,12.5,9.53,27.6966430968647,18.9,"P4 - Low","PASS",982
290,"PL-0116","IaC","Critical",9,697.25,4.75,100,"Intermediate","Medium",100,56.25,100,27.791506899548,84.03,"P1 - Critical","BLOCK",66
291,"PL-0214","Container","Low",1,697.73,5.78,24.01,"Intermediate","Medium",25,6.25,24.01,27.8106390950472,21.28,"P4 - Low","PASS",942
292,"PL-0108","SAST","Medium",4,700.89,4.67,55.88,"Intermediate","Large",50,25,55.88,27.9365927154166,44.26,"P3 - Medium","PASS WITH MONITORING",570
293,"PL-0147","SCA","Medium",3,700.96,5.17,52.86,"Intermediate","Small",50,18.75,52.86,27.9393828272602,42.26,"P3 - Medium","PASS WITH MONITORING",629
294,"PL-0236","SAST","Medium",9,704.22,6.45,58.21,"Intermediate","Small",50,56.25,58.21,28.0693223216919,51.11,"P3 - Medium","PASS WITH MONITORING",393
295,"PL-0089","Container","Medium",5,709.38,6.47,61.25,"Junior","Medium",50,31.25,61.25,28.2749934233078,46.89,"P3 - Medium","PASS WITH MONITORING",489
296,"PL-0030","IaC","Medium",5,709.75,2.34,63.88,"Junior","Small",50,31.25,63.88,28.2897411573384,47.55,"P3 - Medium","PASS WITH MONITORING",476
297,"PL-0106","Container","Low",2,712.94,6.38,13.6,"Junior","Medium",25,12.5,13.6,28.4168905399265,19.99,"P4 - Low","PASS",965
298,"PL-0103","SAST","Low",2,713.68,4,26.14,"Intermediate","Small",25,12.5,26.14,28.4463860079877,23.13,"P4 - Low","PASS",898
299,"PL-0243","SCA","High",7,714.66,4.51,81.82,"Junior","Small",75,43.75,81.82,28.4854475737985,65.8,"P2 - High","WAIT / PRIORITIZE",236
300,"PL-0258","SAST","Medium",5,716,3.67,35.3,"Intermediate","Small",50,31.25,35.3,28.5388582862336,40.43,"P3 - Medium","PASS",671
301,"PL-0184","SAST","Medium",3,720.06,4.54,53.44,"Senior","Small",50,18.75,53.44,28.7006847731639,42.48,"P3 - Medium","PASS WITH MONITORING",622
302,"PL-0287","DAST","Medium",7,722.66,7.94,53.06,"Intermediate","Small",50,43.75,53.06,28.8043174987843,47.4,"P3 - Medium","PASS WITH MONITORING",479
303,"PL-0197","SAST","High",4,723.32,4.26,78.09,"Intermediate","Small",75,25,78.09,28.8306242675956,61.16,"P2 - High","WAIT / PRIORITIZE",308
304,"PL-0142","IaC","Medium",6,729.49,3.73,53.59,"Senior","Medium",50,37.5,53.59,29.076552697241,46.31,"P3 - Medium","PASS WITH MONITORING",505
305,"PL-0192","SAST","Medium",1,732.03,4.13,46.98,"Intermediate","Large",50,6.25,46.98,29.177793898424,38.41,"P4 - Low","PASS WITH MONITORING",715
306,"PL-0234","IaC","Low",2,732.69,3.85,12.47,"Senior","Medium",25,12.5,12.47,29.2041006672353,19.79,"P4 - Low","PASS",969
307,"PL-0047","SCA","Medium",5,733.43,3.51,43.5,"Junior","Medium",50,31.25,43.5,29.2335961352965,42.55,"P3 - Medium","PASS WITH MONITORING",620
308,"PL-0193","DAST","Critical",6,735.86,4.83,92.57,"Senior","Small",100,37.5,92.57,29.330452875011,78.58,"P2 - High","BLOCK",103
309,"PL-0049","DAST","High",11,736.32,7.5,84.27,"Intermediate","Medium",75,68.75,84.27,29.3487878956976,71.5,"P2 - High","WAIT / PRIORITIZE",136
310,"PL-0022","DAST","Medium",5,738.91,6.27,57.36,"Intermediate","Large",50,31.25,57.36,29.4520220339118,46.04,"P3 - Medium","PASS WITH MONITORING",516
311,"PL-0257","DAST","Medium",1,740.21,5.9,43.68,"Senior","Small",50,6.25,43.68,29.503838396722,37.62,"P4 - Low","PASS WITH MONITORING",725
312,"PL-0235","DAST","High",6,741.62,6.85,83.08,"Senior","Large",75,37.5,83.08,29.5600392210008,64.98,"P2 - High","WAIT / PRIORITIZE",249
313,"PL-0132","SAST","High",7,753.22,4.7,74.98,"Intermediate","Medium",75,43.75,74.98,30.0224006122303,64.25,"P2 - High","WAIT / PRIORITIZE",265
314,"PL-0067","SCA","Medium",1,754.12,3.54,57.2,"Intermediate","Small",50,6.25,57.2,30.0582734787912,41.06,"P3 - Medium","PASS WITH MONITORING",656
315,"PL-0187","DAST","High",3,758.37,6.06,74.43,"Junior","Large",75,18.75,74.43,30.2276731264399,59.13,"P3 - Medium","WAIT / PRIORITIZE",327
316,"PL-0053","SAST","Critical",4,758.82,4.63,93.89,"Junior","Large",100,25,93.89,30.2456095597204,76.5,"P2 - High","BLOCK",112
317,"PL-0125","SAST","Medium",3,762.31,2.09,56.9,"Junior","Small",50,18.75,56.9,30.3847165644954,43.51,"P3 - Medium","PASS WITH MONITORING",597
318,"PL-0059","DAST","Low",1,763.39,6.34,17.86,"Intermediate","Small",25,6.25,17.86,30.4277640043685,20.01,"P4 - Low","PASS",964
319,"PL-0170","SCA","Low",2,769.9,3.05,26.1,"Intermediate","Medium",25,12.5,26.1,30.6872444058258,23.34,"P4 - Low","PASS",891
320,"PL-0190","SCA","Medium",7,770.31,4.81,43.3,"Senior","Medium",50,43.75,43.3,30.7035864894813,45.15,"P3 - Medium","PASS WITH MONITORING",544
321,"PL-0162","Container","Medium",4,774.86,3.38,44.44,"Junior","Medium",50,25,44.44,30.884943759317,41.7,"P3 - Medium","PASS WITH MONITORING",643
322,"PL-0087","DAST","Medium",5,775.91,8.01,38.17,"Junior","Large",50,31.25,38.17,30.9267954369714,41.39,"P3 - Medium","PASS",651
323,"PL-0228","SAST","High",5,782.24,4.27,73.67,"Senior","Small",75,31.25,73.67,31.1791012651164,61.54,"P2 - High","WAIT / PRIORITIZE",302
324,"PL-0057","SAST","Medium",1,784.32,4.94,48.85,"Intermediate","Medium",50,6.25,48.85,31.2620074456127,39.09,"P4 - Low","PASS WITH MONITORING",700
325,"PL-0148","DAST","Medium",5,785.9,6.61,50.32,"Intermediate","Medium",50,31.25,50.32,31.3249842557974,44.46,"P3 - Medium","PASS WITH MONITORING",563
326,"PL-0027","SAST","High",7,786.28,5.22,75.31,"Senior","Small",75,43.75,75.31,31.3401305772343,64.46,"P2 - High","WAIT / PRIORITIZE",263
327,"PL-0174","SCA","High",5,788.85,4.47,84.07,"Intermediate","Medium",75,31.25,84.07,31.442567540636,64.16,"P2 - High","WAIT / PRIORITIZE",266
328,"PL-0174","IaC","Low",2,791.13,2.75,17.21,"Intermediate","Small",25,12.5,17.21,31.533445469257,21.21,"P4 - Low","PASS",944
329,"PL-0003","SAST","Low",2,795.15,4.31,28.08,"Senior","Small",25,12.5,28.08,31.6936776065623,23.94,"P4 - Low","PASS",878
330,"PL-0095","Container","Medium",3,796.94,5.4,53.48,"Intermediate","Medium",50,18.75,53.48,31.7650247522779,42.8,"P3 - Medium","PASS WITH MONITORING",617
331,"PL-0191","SAST","Low",3,797.44,3.28,18.15,"Intermediate","Large",25,18.75,18.15,31.7849541225895,22.72,"P4 - Low","PASS",910
332,"PL-0138","IaC","Medium",2,804.36,1.7,49.3,"Intermediate","Small",50,12.5,49.3,32.0607766077023,40.53,"P3 - Medium","PASS WITH MONITORING",668
333,"PL-0255","Container","Medium",6,804.74,6.15,47.08,"Intermediate","Medium",50,37.5,47.08,32.0759229291391,44.98,"P3 - Medium","PASS WITH MONITORING",547
334,"PL-0084","DAST","Low",1,814.8,6.08,28.41,"Intermediate","Large",25,6.25,28.41,32.4769018598088,22.85,"P4 - Low","PASS",907
335,"PL-0157","Container","Low",2,818.89,5.29,29.57,"Senior","Small",25,12.5,29.57,32.6399241089578,24.41,"P4 - Low","PASS",869
336,"PL-0238","DAST","Medium",6,818.98,5.98,51.09,"Intermediate","Large",50,37.5,51.09,32.6435113956139,46.04,"P3 - Medium","PASS WITH MONITORING",517
337,"PL-0196","Container","Critical",10,820.55,6.17,100,"Junior","Medium",100,62.5,100,32.7060896183924,85.77,"P1 - Critical","BLOCK",53
338,"PL-0168","DAST","Low",1,822.34,5.66,22.71,"Intermediate","Medium",25,6.25,22.71,32.777436764108,21.46,"P4 - Low","PASS",937
339,"PL-0087","SAST","High",9,822.6,5.2,87.35,"Junior","Small",75,56.25,87.35,32.78780003667,70.12,"P2 - High","WAIT / PRIORITIZE",157
340,"PL-0218","SAST","High",6,823.61,5.59,81.65,"Senior","Large",75,37.5,81.65,32.8280573646995,64.95,"P2 - High","WAIT / PRIORITIZE",251
341,"PL-0202","SAST","Low",1,825.25,3.99,27.38,"Junior","Medium",25,6.25,27.38,32.8934256993216,22.63,"P4 - Low","PASS",914
342,"PL-0110","SCA","Low",3,827.57,3.78,13.3,"Junior","Small",25,18.75,13.3,32.9858979775675,21.62,"P4 - Low","PASS",932
